"anio";"jurisdiccion_de_residencia_id";"jurisdicion_residencia_nombre";"edad_madre_grupo";"instruccion_madre";"tipo_de_parto_id";"tipo_de_parto_nombre";"semana_gestacion";"intervalo_peso_al_nacer";"sexo_id";"Sexo";"nacimientos_cantidad"
2023;22;"Chaco";"2.15 a 19";"4.Secundaria/Polimodal Incompleta";1;"Simple";"8.Sin especificar";"9.Sin especificar";2;"femenino";1
2023;22;"Chaco";"2.15 a 19";"5.Secundaria/Polimodal Completa";1;"Simple";"3.24 a 27";"2.500 a 999";2;"femenino";1
2023;22;"Chaco";"2.15 a 19";"5.Secundaria/Polimodal Completa";1;"Simple";"5.32 a 36";"4.1500 a 1999";2;"femenino";1
2023;22;"Chaco";"2.15 a 19";"5.Secundaria/Polimodal Completa";1;"Simple";"5.32 a 36";"5.2000 a 2499";2;"femenino";10
2023;54;"Misiones";"8.De 45 y más";"4.Secundaria/Polimodal Incompleta";1;"Simple";"6.37 a 41";"5.2000 a 2499";2;"femenino";1
2023;54;"Misiones";"8.De 45 y más";"4.Secundaria/Polimodal Incompleta";1;"Simple";"6.37 a 41";"6.2500 a 2999";2;"femenino";1
2023;54;"Misiones";"8.De 45 y más";"4.Secundaria/Polimodal Incompleta";1;"Simple";"6.37 a 41";"7.3000 a 3499";2;"femenino";3
2023;2;"Ciudad Autónoma de Buenos Aires";"4.25 a 29";"5.Secundaria/Polimodal Completa";1;"Simple";"6.37 a 41";"8.De 3500 y más";2;"femenino";206
2023;2;"Ciudad Autónoma de Buenos Aires";"4.25 a 29";"5.Secundaria/Polimodal Completa";1;"Simple";"7.42 y más";"7.3000 a 3499";2;"femenino";1
2023;2;"Ciudad Autónoma de Buenos Aires";"4.25 a 29";"6.Terciaria/Universitaria Incompleta";1;"Simple";"5.32 a 36";"5.2000 a 2499";2;"femenino";2
2023;2;"Ciudad Autónoma de Buenos Aires";"4.25 a 29";"6.Terciaria/Universitaria Incompleta";1;"Simple";"5.32 a 36";"6.2500 a 2999";2;"femenino";1
