"anio";"jurisdiccion_de_residencia_id";"jurisdicion_residencia_nombre";"edad_madre_grupo";"instruccion_madre";"tipo_de_parto_id";"tipo_de_parto_nombre";"semana_gestacion";"intervalo_peso_al_nacer";"sexo_id";"Sexo";"nacimientos_cantidad"
2023;2;"Ciudad Autónoma de Buenos Aires";"4.25 a 29";"4.Secundaria/Polimodal Incompleta";1;"Simple";"6.37 a 41";"8.De 3500 y más";1;"masculino";137
2023;2;"Ciudad Autónoma de Buenos Aires";"4.25 a 29";"4.Secundaria/Polimodal Incompleta";1;"Simple";"6.37 a 41";"5.2000 a 2499";1;"masculino";3
2023;2;"Ciudad Autónoma de Buenos Aires";"4.25 a 29";"4.Secundaria/Polimodal Incompleta";1;"Simple";"6.37 a 41";"6.2500 a 2999";1;"masculino";36
2023;2;"Ciudad Autónoma de Buenos Aires";"4.25 a 29";"4.Secundaria/Polimodal Incompleta";1;"Simple";"6.37 a 41";"7.3000 a 3499";1;"masculino";111
2023;2;"Ciudad Autónoma de Buenos Aires";"4.25 a 29";"4.Secundaria/Polimodal Incompleta";1;"Simple";"3.24 a 27";"3.1000 a 1499";1;"masculino";1
2023;2;"Ciudad Autónoma de Buenos Aires";"4.25 a 29";"4.Secundaria/Polimodal Incompleta";1;"Simple";"4.28 a 31";"4.1500 a 1999";1;"masculino";1
2023;2;"Ciudad Autónoma de Buenos Aires";"4.25 a 29";"4.Secundaria/Polimodal Incompleta";1;"Simple";"5.32 a 36";"4.1500 a 1999";1;"masculino";2
2023;2;"Ciudad Autónoma de Buenos Aires";"4.25 a 29";"4.Secundaria/Polimodal Incompleta";1;"Simple";"5.32 a 36";"5.2000 a 2499";1;"masculino";7
2023;2;"Ciudad Autónoma de Buenos Aires";"4.25 a 29";"4.Secundaria/Polimodal Incompleta";1;"Simple";"5.32 a 36";"6.2500 a 2999";1;"masculino";3
2023;2;"Ciudad Autónoma de Buenos Aires";"4.25 a 29";"4.Secundaria/Polimodal Incompleta";1;"Simple";"5.32 a 36";"7.3000 a 3499";1;"masculino";2
2023;2;"Ciudad Autónoma de Buenos Aires";"4.25 a 29";"5.Secundaria/Polimodal Completa";1;"Simple";"6.37 a 41";"5.2000 a 2499";1;"masculino";9
2023;2;"Ciudad Autónoma de Buenos Aires";"4.25 a 29";"5.Secundaria/Polimodal Completa";1;"Simple";"6.37 a 41";"6.2500 a 2999";1;"masculino";80
2023;2;"Ciudad Autónoma de Buenos Aires";"4.25 a 29";"5.Secundaria/Polimodal Completa";1;"Simple";"6.37 a 41";"7.3000 a 3499";1;"masculino";272
2023;2;"Ciudad Autónoma de Buenos Aires";"4.25 a 29";"5.Secundaria/Polimodal Completa";1;"Simple";"6.37 a 41";"8.De 3500 y más";1;"masculino";299
2023;2;"Ciudad Autónoma de Buenos Aires";"4.25 a 29";"6.Terciaria/Universitaria Incompleta";1;"Simple";"3.24 a 27";"3.1000 a 1499";1;"masculino";1
2023;2;"Ciudad Autónoma de Buenos Aires";"4.25 a 29";"6.Terciaria/Universitaria Incompleta";1;"Simple";"5.32 a 36";"4.1500 a 1999";1;"masculino";1
2023;2;"Ciudad Autónoma de Buenos Aires";"4.25 a 29";"6.Terciaria/Universitaria Incompleta";1;"Simple";"5.32 a 36";"5.2000 a 2499";1;"masculino";7
2023;2;"Ciudad Autónoma de Buenos Aires";"4.25 a 29";"6.Terciaria/Universitaria Incompleta";1;"Simple";"5.32 a 36";"6.2500 a 2999";1;"masculino";3
2023;2;"Ciudad Autónoma de Buenos Aires";"4.25 a 29";"6.Terciaria/Universitaria Incompleta";1;"Simple";"6.37 a 41";"5.2000 a 2499";1;"masculino";4
2023;2;"Ciudad Autónoma de Buenos Aires";"4.25 a 29";"6.Terciaria/Universitaria Incompleta";1;"Simple";"6.37 a 41";"6.2500 a 2999";1;"masculino";13
2023;2;"Ciudad Autónoma de Buenos Aires";"4.25 a 29";"6.Terciaria/Universitaria Incompleta";1;"Simple";"6.37 a 41";"7.3000 a 3499";1;"masculino";57
2023;2;"Ciudad Autónoma de Buenos Aires";"4.25 a 29";"6.Terciaria/Universitaria Incompleta";1;"Simple";"6.37 a 41";"8.De 3500 y más";1;"masculino";62
2023;2;"Ciudad Autónoma de Buenos Aires";"4.25 a 29";"7.Terciaria/Universitaria Completa";1;"Simple";"3.24 a 27";"2.500 a 999";1;"masculino";1
2023;2;"Ciudad Autónoma de Buenos Aires";"4.25 a 29";"7.Terciaria/Universitaria Completa";1;"Simple";"5.32 a 36";"2.500 a 999";1;"masculino";1
2023;2;"Ciudad Autónoma de Buenos Aires";"4.25 a 29";"7.Terciaria/Universitaria Completa";1;"Simple";"5.32 a 36";"3.1000 a 1499";1;"masculino";1
2023;2;"Ciudad Autónoma de Buenos Aires";"4.25 a 29";"7.Terciaria/Universitaria Completa";1;"Simple";"5.32 a 36";"4.1500 a 1999";1;"masculino";5
2023;2;"Ciudad Autónoma de Buenos Aires";"4.25 a 29";"7.Terciaria/Universitaria Completa";1;"Simple";"5.32 a 36";"5.2000 a 2499";1;"masculino";8
2023;2;"Ciudad Autónoma de Buenos Aires";"4.25 a 29";"7.Terciaria/Universitaria Completa";1;"Simple";"5.32 a 36";"6.2500 a 2999";1;"masculino";7
2023;2;"Ciudad Autónoma de Buenos Aires";"4.25 a 29";"7.Terciaria/Universitaria Completa";1;"Simple";"5.32 a 36";"7.3000 a 3499";1;"masculino";3
2023;2;"Ciudad Autónoma de Buenos Aires";"4.25 a 29";"7.Terciaria/Universitaria Completa";1;"Simple";"5.32 a 36";"8.De 3500 y más";1;"masculino";1
2023;2;"Ciudad Autónoma de Buenos Aires";"4.25 a 29";"7.Terciaria/Universitaria Completa";1;"Simple";"6.37 a 41";"4.1500 a 1999";1;"masculino";1
2023;2;"Ciudad Autónoma de Buenos Aires";"4.25 a 29";"7.Terciaria/Universitaria Completa";1;"Simple";"6.37 a 41";"5.2000 a 2499";1;"masculino";3
2023;2;"Ciudad Autónoma de Buenos Aires";"4.25 a 29";"7.Terciaria/Universitaria Completa";1;"Simple";"6.37 a 41";"6.2500 a 2999";1;"masculino";56
2023;2;"Ciudad Autónoma de Buenos Aires";"4.25 a 29";"7.Terciaria/Universitaria Completa";1;"Simple";"6.37 a 41";"7.3000 a 3499";1;"masculino";262
2023;2;"Ciudad Autónoma de Buenos Aires";"4.25 a 29";"7.Terciaria/Universitaria Completa";1;"Simple";"6.37 a 41";"8.De 3500 y más";1;"masculino";280
2023;2;"Ciudad Autónoma de Buenos Aires";"4.25 a 29";"8.Sin especificar";1;"Simple";"5.32 a 36";"4.1500 a 1999";1;"masculino";1
2023;2;"Ciudad Autónoma de Buenos Aires";"4.25 a 29";"8.Sin especificar";1;"Simple";"5.32 a 36";"5.2000 a 2499";1;"masculino";1
2023;2;"Ciudad Autónoma de Buenos Aires";"4.25 a 29";"8.Sin especificar";1;"Simple";"5.32 a 36";"6.2500 a 2999";1;"masculino";2
2023;2;"Ciudad Autónoma de Buenos Aires";"4.25 a 29";"8.Sin especificar";1;"Simple";"5.32 a 36";"7.3000 a 3499";1;"masculino";1
2023;2;"Ciudad Autónoma de Buenos Aires";"4.25 a 29";"8.Sin especificar";1;"Simple";"5.32 a 36";"8.De 3500 y más";1;"masculino";1
2023;2;"Ciudad Autónoma de Buenos Aires";"4.25 a 29";"8.Sin especificar";1;"Simple";"6.37 a 41";"5.2000 a 2499";1;"masculino";4
2023;2;"Ciudad Autónoma de Buenos Aires";"4.25 a 29";"5.Secundaria/Polimodal Completa";1;"Simple";"2.22 a 23";"2.500 a 999";1;"masculino";1
2023;2;"Ciudad Autónoma de Buenos Aires";"4.25 a 29";"5.Secundaria/Polimodal Completa";1;"Simple";"3.24 a 27";"3.1000 a 1499";1;"masculino";1
2023;2;"Ciudad Autónoma de Buenos Aires";"4.25 a 29";"5.Secundaria/Polimodal Completa";1;"Simple";"4.28 a 31";"3.1000 a 1499";1;"masculino";1
2023;2;"Ciudad Autónoma de Buenos Aires";"4.25 a 29";"5.Secundaria/Polimodal Completa";1;"Simple";"4.28 a 31";"4.1500 a 1999";1;"masculino";2
2023;2;"Ciudad Autónoma de Buenos Aires";"4.25 a 29";"5.Secundaria/Polimodal Completa";1;"Simple";"5.32 a 36";"3.1000 a 1499";1;"masculino";1
2023;2;"Ciudad Autónoma de Buenos Aires";"4.25 a 29";"5.Secundaria/Polimodal Completa";1;"Simple";"5.32 a 36";"4.1500 a 1999";1;"masculino";6
2023;2;"Ciudad Autónoma de Buenos Aires";"4.25 a 29";"5.Secundaria/Polimodal Completa";1;"Simple";"5.32 a 36";"5.2000 a 2499";1;"masculino";9
2023;2;"Ciudad Autónoma de Buenos Aires";"4.25 a 29";"5.Secundaria/Polimodal Completa";1;"Simple";"5.32 a 36";"6.2500 a 2999";1;"masculino";13
2023;2;"Ciudad Autónoma de Buenos Aires";"4.25 a 29";"5.Secundaria/Polimodal Completa";1;"Simple";"5.32 a 36";"7.3000 a 3499";1;"masculino";6
2023;2;"Ciudad Autónoma de Buenos Aires";"3.20 a 24";"4.Secundaria/Polimodal Incompleta";1;"Simple";"5.32 a 36";"5.2000 a 2499";1;"masculino";7
2023;2;"Ciudad Autónoma de Buenos Aires";"3.20 a 24";"4.Secundaria/Polimodal Incompleta";1;"Simple";"5.32 a 36";"6.2500 a 2999";1;"masculino";6
2023;2;"Ciudad Autónoma de Buenos Aires";"3.20 a 24";"4.Secundaria/Polimodal Incompleta";1;"Simple";"5.32 a 36";"7.3000 a 3499";1;"masculino";2
2023;2;"Ciudad Autónoma de Buenos Aires";"3.20 a 24";"4.Secundaria/Polimodal Incompleta";1;"Simple";"5.32 a 36";"8.De 3500 y más";1;"masculino";1
2023;2;"Ciudad Autónoma de Buenos Aires";"3.20 a 24";"4.Secundaria/Polimodal Incompleta";1;"Simple";"6.37 a 41";"5.2000 a 2499";1;"masculino";6
2023;2;"Ciudad Autónoma de Buenos Aires";"3.20 a 24";"4.Secundaria/Polimodal Incompleta";1;"Simple";"6.37 a 41";"6.2500 a 2999";1;"masculino";39
2023;2;"Ciudad Autónoma de Buenos Aires";"3.20 a 24";"4.Secundaria/Polimodal Incompleta";1;"Simple";"6.37 a 41";"7.3000 a 3499";1;"masculino";112
2023;2;"Ciudad Autónoma de Buenos Aires";"3.20 a 24";"4.Secundaria/Polimodal Incompleta";1;"Simple";"6.37 a 41";"8.De 3500 y más";1;"masculino";108
2023;2;"Ciudad Autónoma de Buenos Aires";"3.20 a 24";"4.Secundaria/Polimodal Incompleta";1;"Simple";"7.42 y más";"7.3000 a 3499";1;"masculino";1
2023;2;"Ciudad Autónoma de Buenos Aires";"3.20 a 24";"4.Secundaria/Polimodal Incompleta";1;"Simple";"7.42 y más";"8.De 3500 y más";1;"masculino";1
2023;2;"Ciudad Autónoma de Buenos Aires";"3.20 a 24";"5.Secundaria/Polimodal Completa";1;"Simple";"2.22 a 23";"1.Menor de 500";1;"masculino";1
2023;2;"Ciudad Autónoma de Buenos Aires";"3.20 a 24";"5.Secundaria/Polimodal Completa";1;"Simple";"4.28 a 31";"2.500 a 999";1;"masculino";1
2023;2;"Ciudad Autónoma de Buenos Aires";"3.20 a 24";"5.Secundaria/Polimodal Completa";1;"Simple";"4.28 a 31";"3.1000 a 1499";1;"masculino";1
2023;2;"Ciudad Autónoma de Buenos Aires";"3.20 a 24";"5.Secundaria/Polimodal Completa";1;"Simple";"4.28 a 31";"4.1500 a 1999";1;"masculino";1
2023;2;"Ciudad Autónoma de Buenos Aires";"3.20 a 24";"5.Secundaria/Polimodal Completa";1;"Simple";"5.32 a 36";"3.1000 a 1499";1;"masculino";1
2023;2;"Ciudad Autónoma de Buenos Aires";"3.20 a 24";"5.Secundaria/Polimodal Completa";1;"Simple";"5.32 a 36";"4.1500 a 1999";1;"masculino";1
2023;2;"Ciudad Autónoma de Buenos Aires";"3.20 a 24";"5.Secundaria/Polimodal Completa";1;"Simple";"5.32 a 36";"5.2000 a 2499";1;"masculino";8
2023;2;"Ciudad Autónoma de Buenos Aires";"3.20 a 24";"5.Secundaria/Polimodal Completa";1;"Simple";"5.32 a 36";"6.2500 a 2999";1;"masculino";8
2023;2;"Ciudad Autónoma de Buenos Aires";"3.20 a 24";"5.Secundaria/Polimodal Completa";1;"Simple";"5.32 a 36";"7.3000 a 3499";1;"masculino";3
2023;2;"Ciudad Autónoma de Buenos Aires";"3.20 a 24";"5.Secundaria/Polimodal Completa";1;"Simple";"5.32 a 36";"8.De 3500 y más";1;"masculino";1
2023;2;"Ciudad Autónoma de Buenos Aires";"3.20 a 24";"5.Secundaria/Polimodal Completa";1;"Simple";"6.37 a 41";"5.2000 a 2499";1;"masculino";5
2023;2;"Ciudad Autónoma de Buenos Aires";"3.20 a 24";"5.Secundaria/Polimodal Completa";1;"Simple";"6.37 a 41";"6.2500 a 2999";1;"masculino";59
2023;2;"Ciudad Autónoma de Buenos Aires";"3.20 a 24";"5.Secundaria/Polimodal Completa";1;"Simple";"6.37 a 41";"7.3000 a 3499";1;"masculino";188
2023;2;"Ciudad Autónoma de Buenos Aires";"3.20 a 24";"5.Secundaria/Polimodal Completa";1;"Simple";"6.37 a 41";"8.De 3500 y más";1;"masculino";190
2023;2;"Ciudad Autónoma de Buenos Aires";"3.20 a 24";"5.Secundaria/Polimodal Completa";1;"Simple";"7.42 y más";"7.3000 a 3499";1;"masculino";2
2023;2;"Ciudad Autónoma de Buenos Aires";"3.20 a 24";"5.Secundaria/Polimodal Completa";1;"Simple";"7.42 y más";"8.De 3500 y más";1;"masculino";1
2023;2;"Ciudad Autónoma de Buenos Aires";"3.20 a 24";"6.Terciaria/Universitaria Incompleta";1;"Simple";"5.32 a 36";"6.2500 a 2999";1;"masculino";1
2023;2;"Ciudad Autónoma de Buenos Aires";"3.20 a 24";"6.Terciaria/Universitaria Incompleta";1;"Simple";"5.32 a 36";"7.3000 a 3499";1;"masculino";1
2023;2;"Ciudad Autónoma de Buenos Aires";"3.20 a 24";"6.Terciaria/Universitaria Incompleta";1;"Simple";"6.37 a 41";"6.2500 a 2999";1;"masculino";9
2023;2;"Ciudad Autónoma de Buenos Aires";"3.20 a 24";"6.Terciaria/Universitaria Incompleta";1;"Simple";"6.37 a 41";"7.3000 a 3499";1;"masculino";36
2023;2;"Ciudad Autónoma de Buenos Aires";"3.20 a 24";"6.Terciaria/Universitaria Incompleta";1;"Simple";"6.37 a 41";"8.De 3500 y más";1;"masculino";26
2023;2;"Ciudad Autónoma de Buenos Aires";"3.20 a 24";"7.Terciaria/Universitaria Completa";1;"Simple";"4.28 a 31";"2.500 a 999";1;"masculino";1
2023;2;"Ciudad Autónoma de Buenos Aires";"3.20 a 24";"7.Terciaria/Universitaria Completa";1;"Simple";"4.28 a 31";"4.1500 a 1999";1;"masculino";1
2023;2;"Ciudad Autónoma de Buenos Aires";"3.20 a 24";"7.Terciaria/Universitaria Completa";1;"Simple";"5.32 a 36";"6.2500 a 2999";1;"masculino";2
2023;2;"Ciudad Autónoma de Buenos Aires";"3.20 a 24";"7.Terciaria/Universitaria Completa";1;"Simple";"6.37 a 41";"6.2500 a 2999";1;"masculino";9
2023;2;"Ciudad Autónoma de Buenos Aires";"3.20 a 24";"7.Terciaria/Universitaria Completa";1;"Simple";"6.37 a 41";"7.3000 a 3499";1;"masculino";23
2023;2;"Ciudad Autónoma de Buenos Aires";"3.20 a 24";"7.Terciaria/Universitaria Completa";1;"Simple";"6.37 a 41";"8.De 3500 y más";1;"masculino";35
2023;2;"Ciudad Autónoma de Buenos Aires";"3.20 a 24";"8.Sin especificar";1;"Simple";"5.32 a 36";"4.1500 a 1999";1;"masculino";1
2023;2;"Ciudad Autónoma de Buenos Aires";"3.20 a 24";"8.Sin especificar";1;"Simple";"5.32 a 36";"5.2000 a 2499";1;"masculino";2
2023;2;"Ciudad Autónoma de Buenos Aires";"3.20 a 24";"8.Sin especificar";1;"Simple";"5.32 a 36";"6.2500 a 2999";1;"masculino";1
2023;2;"Ciudad Autónoma de Buenos Aires";"3.20 a 24";"8.Sin especificar";1;"Simple";"6.37 a 41";"5.2000 a 2499";1;"masculino";1
2023;2;"Ciudad Autónoma de Buenos Aires";"3.20 a 24";"8.Sin especificar";1;"Simple";"6.37 a 41";"6.2500 a 2999";1;"masculino";9
2023;2;"Ciudad Autónoma de Buenos Aires";"3.20 a 24";"8.Sin especificar";1;"Simple";"6.37 a 41";"7.3000 a 3499";1;"masculino";28
2023;2;"Ciudad Autónoma de Buenos Aires";"3.20 a 24";"8.Sin especificar";1;"Simple";"6.37 a 41";"8.De 3500 y más";1;"masculino";24
2023;2;"Ciudad Autónoma de Buenos Aires";"4.25 a 29";"1.Sin instrucción";1;"Simple";"6.37 a 41";"8.De 3500 y más";1;"masculino";1
2023;2;"Ciudad Autónoma de Buenos Aires";"4.25 a 29";"2.Primaria/C. EGB Incompleta";1;"Simple";"4.28 a 31";"2.500 a 999";1;"masculino";1
2023;2;"Ciudad Autónoma de Buenos Aires";"4.25 a 29";"2.Primaria/C. EGB Incompleta";1;"Simple";"5.32 a 36";"6.2500 a 2999";1;"masculino";1
2023;2;"Ciudad Autónoma de Buenos Aires";"4.25 a 29";"2.Primaria/C. EGB Incompleta";1;"Simple";"6.37 a 41";"6.2500 a 2999";1;"masculino";7
2023;2;"Ciudad Autónoma de Buenos Aires";"4.25 a 29";"2.Primaria/C. EGB Incompleta";1;"Simple";"6.37 a 41";"7.3000 a 3499";1;"masculino";13
2023;2;"Ciudad Autónoma de Buenos Aires";"4.25 a 29";"2.Primaria/C. EGB Incompleta";1;"Simple";"6.37 a 41";"8.De 3500 y más";1;"masculino";15
2023;2;"Ciudad Autónoma de Buenos Aires";"4.25 a 29";"2.Primaria/C. EGB Incompleta";1;"Simple";"7.42 y más";"6.2500 a 2999";1;"masculino";1
2023;2;"Ciudad Autónoma de Buenos Aires";"4.25 a 29";"3.Primaria/C. EGB Completa";1;"Simple";"3.24 a 27";"3.1000 a 1499";1;"masculino";1
2023;2;"Ciudad Autónoma de Buenos Aires";"4.25 a 29";"3.Primaria/C. EGB Completa";1;"Simple";"5.32 a 36";"4.1500 a 1999";1;"masculino";3
2023;2;"Ciudad Autónoma de Buenos Aires";"4.25 a 29";"3.Primaria/C. EGB Completa";1;"Simple";"5.32 a 36";"5.2000 a 2499";1;"masculino";4
2023;2;"Ciudad Autónoma de Buenos Aires";"4.25 a 29";"3.Primaria/C. EGB Completa";1;"Simple";"5.32 a 36";"6.2500 a 2999";1;"masculino";4
2023;2;"Ciudad Autónoma de Buenos Aires";"4.25 a 29";"3.Primaria/C. EGB Completa";1;"Simple";"5.32 a 36";"7.3000 a 3499";1;"masculino";1
2023;2;"Ciudad Autónoma de Buenos Aires";"4.25 a 29";"3.Primaria/C. EGB Completa";1;"Simple";"5.32 a 36";"8.De 3500 y más";1;"masculino";2
2023;2;"Ciudad Autónoma de Buenos Aires";"4.25 a 29";"3.Primaria/C. EGB Completa";1;"Simple";"6.37 a 41";"5.2000 a 2499";1;"masculino";4
2023;2;"Ciudad Autónoma de Buenos Aires";"4.25 a 29";"3.Primaria/C. EGB Completa";1;"Simple";"6.37 a 41";"6.2500 a 2999";1;"masculino";26
2023;2;"Ciudad Autónoma de Buenos Aires";"4.25 a 29";"3.Primaria/C. EGB Completa";1;"Simple";"6.37 a 41";"7.3000 a 3499";1;"masculino";88
2023;2;"Ciudad Autónoma de Buenos Aires";"4.25 a 29";"3.Primaria/C. EGB Completa";1;"Simple";"6.37 a 41";"8.De 3500 y más";1;"masculino";101
2023;2;"Ciudad Autónoma de Buenos Aires";"4.25 a 29";"4.Secundaria/Polimodal Incompleta";1;"Simple";"3.24 a 27";"2.500 a 999";1;"masculino";1
2023;2;"Ciudad Autónoma de Buenos Aires";"5.30 a 34";"7.Terciaria/Universitaria Completa";1;"Simple";"6.37 a 41";"4.1500 a 1999";1;"masculino";1
2023;2;"Ciudad Autónoma de Buenos Aires";"5.30 a 34";"7.Terciaria/Universitaria Completa";1;"Simple";"6.37 a 41";"5.2000 a 2499";1;"masculino";18
2023;2;"Ciudad Autónoma de Buenos Aires";"5.30 a 34";"7.Terciaria/Universitaria Completa";1;"Simple";"6.37 a 41";"6.2500 a 2999";1;"masculino";198
2023;2;"Ciudad Autónoma de Buenos Aires";"5.30 a 34";"7.Terciaria/Universitaria Completa";1;"Simple";"6.37 a 41";"7.3000 a 3499";1;"masculino";688
2023;2;"Ciudad Autónoma de Buenos Aires";"5.30 a 34";"7.Terciaria/Universitaria Completa";1;"Simple";"6.37 a 41";"8.De 3500 y más";1;"masculino";791
2023;2;"Ciudad Autónoma de Buenos Aires";"5.30 a 34";"7.Terciaria/Universitaria Completa";1;"Simple";"7.42 y más";"7.3000 a 3499";1;"masculino";2
2023;2;"Ciudad Autónoma de Buenos Aires";"5.30 a 34";"8.Sin especificar";1;"Simple";"4.28 a 31";"4.1500 a 1999";1;"masculino";1
2023;2;"Ciudad Autónoma de Buenos Aires";"5.30 a 34";"8.Sin especificar";1;"Simple";"5.32 a 36";"5.2000 a 2499";1;"masculino";2
2023;2;"Ciudad Autónoma de Buenos Aires";"5.30 a 34";"8.Sin especificar";1;"Simple";"5.32 a 36";"6.2500 a 2999";1;"masculino";2
2023;2;"Ciudad Autónoma de Buenos Aires";"5.30 a 34";"8.Sin especificar";1;"Simple";"5.32 a 36";"7.3000 a 3499";1;"masculino";2
2023;2;"Ciudad Autónoma de Buenos Aires";"5.30 a 34";"8.Sin especificar";1;"Simple";"6.37 a 41";"5.2000 a 2499";1;"masculino";2
2023;2;"Ciudad Autónoma de Buenos Aires";"5.30 a 34";"8.Sin especificar";1;"Simple";"6.37 a 41";"6.2500 a 2999";1;"masculino";7
2023;2;"Ciudad Autónoma de Buenos Aires";"5.30 a 34";"8.Sin especificar";1;"Simple";"6.37 a 41";"7.3000 a 3499";1;"masculino";34
2023;2;"Ciudad Autónoma de Buenos Aires";"5.30 a 34";"8.Sin especificar";1;"Simple";"6.37 a 41";"8.De 3500 y más";1;"masculino";56
2023;2;"Ciudad Autónoma de Buenos Aires";"6.35 a 39";"1.Sin instrucción";1;"Simple";"6.37 a 41";"8.De 3500 y más";1;"masculino";1
2023;2;"Ciudad Autónoma de Buenos Aires";"6.35 a 39";"2.Primaria/C. EGB Incompleta";1;"Simple";"5.32 a 36";"5.2000 a 2499";1;"masculino";1
2023;2;"Ciudad Autónoma de Buenos Aires";"6.35 a 39";"2.Primaria/C. EGB Incompleta";1;"Simple";"6.37 a 41";"6.2500 a 2999";1;"masculino";2
2023;2;"Ciudad Autónoma de Buenos Aires";"6.35 a 39";"2.Primaria/C. EGB Incompleta";1;"Simple";"6.37 a 41";"7.3000 a 3499";1;"masculino";14
2023;2;"Ciudad Autónoma de Buenos Aires";"6.35 a 39";"2.Primaria/C. EGB Incompleta";1;"Simple";"6.37 a 41";"8.De 3500 y más";1;"masculino";15
2023;2;"Ciudad Autónoma de Buenos Aires";"6.35 a 39";"3.Primaria/C. EGB Completa";1;"Simple";"3.24 a 27";"2.500 a 999";1;"masculino";2
2023;2;"Ciudad Autónoma de Buenos Aires";"6.35 a 39";"3.Primaria/C. EGB Completa";1;"Simple";"4.28 a 31";"3.1000 a 1499";1;"masculino";1
2023;2;"Ciudad Autónoma de Buenos Aires";"6.35 a 39";"3.Primaria/C. EGB Completa";1;"Simple";"5.32 a 36";"4.1500 a 1999";1;"masculino";1
2023;2;"Ciudad Autónoma de Buenos Aires";"6.35 a 39";"3.Primaria/C. EGB Completa";1;"Simple";"5.32 a 36";"5.2000 a 2499";1;"masculino";3
2023;2;"Ciudad Autónoma de Buenos Aires";"6.35 a 39";"3.Primaria/C. EGB Completa";1;"Simple";"5.32 a 36";"6.2500 a 2999";1;"masculino";10
2023;2;"Ciudad Autónoma de Buenos Aires";"6.35 a 39";"3.Primaria/C. EGB Completa";1;"Simple";"5.32 a 36";"7.3000 a 3499";1;"masculino";1
2023;2;"Ciudad Autónoma de Buenos Aires";"6.35 a 39";"3.Primaria/C. EGB Completa";1;"Simple";"5.32 a 36";"8.De 3500 y más";1;"masculino";1
2023;2;"Ciudad Autónoma de Buenos Aires";"6.35 a 39";"3.Primaria/C. EGB Completa";1;"Simple";"6.37 a 41";"5.2000 a 2499";1;"masculino";1
2023;2;"Ciudad Autónoma de Buenos Aires";"6.35 a 39";"3.Primaria/C. EGB Completa";1;"Simple";"6.37 a 41";"6.2500 a 2999";1;"masculino";18
2023;2;"Ciudad Autónoma de Buenos Aires";"6.35 a 39";"3.Primaria/C. EGB Completa";1;"Simple";"6.37 a 41";"7.3000 a 3499";1;"masculino";43
2023;2;"Ciudad Autónoma de Buenos Aires";"6.35 a 39";"3.Primaria/C. EGB Completa";1;"Simple";"6.37 a 41";"8.De 3500 y más";1;"masculino";95
2023;2;"Ciudad Autónoma de Buenos Aires";"6.35 a 39";"3.Primaria/C. EGB Completa";1;"Simple";"7.42 y más";"7.3000 a 3499";1;"masculino";1
2023;2;"Ciudad Autónoma de Buenos Aires";"6.35 a 39";"4.Secundaria/Polimodal Incompleta";1;"Simple";"4.28 a 31";"3.1000 a 1499";1;"masculino";1
2023;2;"Ciudad Autónoma de Buenos Aires";"6.35 a 39";"4.Secundaria/Polimodal Incompleta";1;"Simple";"5.32 a 36";"4.1500 a 1999";1;"masculino";1
2023;2;"Ciudad Autónoma de Buenos Aires";"6.35 a 39";"4.Secundaria/Polimodal Incompleta";1;"Simple";"5.32 a 36";"5.2000 a 2499";1;"masculino";6
2023;2;"Ciudad Autónoma de Buenos Aires";"6.35 a 39";"4.Secundaria/Polimodal Incompleta";1;"Simple";"5.32 a 36";"6.2500 a 2999";1;"masculino";8
2023;2;"Ciudad Autónoma de Buenos Aires";"6.35 a 39";"4.Secundaria/Polimodal Incompleta";1;"Simple";"5.32 a 36";"7.3000 a 3499";1;"masculino";3
2023;2;"Ciudad Autónoma de Buenos Aires";"6.35 a 39";"4.Secundaria/Polimodal Incompleta";1;"Simple";"5.32 a 36";"8.De 3500 y más";1;"masculino";1
2023;2;"Ciudad Autónoma de Buenos Aires";"6.35 a 39";"4.Secundaria/Polimodal Incompleta";1;"Simple";"6.37 a 41";"5.2000 a 2499";1;"masculino";1
2023;2;"Ciudad Autónoma de Buenos Aires";"6.35 a 39";"4.Secundaria/Polimodal Incompleta";1;"Simple";"6.37 a 41";"6.2500 a 2999";1;"masculino";22
2023;2;"Ciudad Autónoma de Buenos Aires";"6.35 a 39";"4.Secundaria/Polimodal Incompleta";1;"Simple";"6.37 a 41";"7.3000 a 3499";1;"masculino";57
2023;2;"Ciudad Autónoma de Buenos Aires";"6.35 a 39";"4.Secundaria/Polimodal Incompleta";1;"Simple";"6.37 a 41";"8.De 3500 y más";1;"masculino";86
2023;2;"Ciudad Autónoma de Buenos Aires";"6.35 a 39";"5.Secundaria/Polimodal Completa";1;"Simple";"1.Menos de 22";"1.Menor de 500";1;"masculino";1
2023;2;"Ciudad Autónoma de Buenos Aires";"6.35 a 39";"5.Secundaria/Polimodal Completa";1;"Simple";"3.24 a 27";"2.500 a 999";1;"masculino";2
2023;2;"Ciudad Autónoma de Buenos Aires";"6.35 a 39";"5.Secundaria/Polimodal Completa";1;"Simple";"4.28 a 31";"3.1000 a 1499";1;"masculino";2
2023;2;"Ciudad Autónoma de Buenos Aires";"6.35 a 39";"5.Secundaria/Polimodal Completa";1;"Simple";"5.32 a 36";"4.1500 a 1999";1;"masculino";9
2023;2;"Ciudad Autónoma de Buenos Aires";"6.35 a 39";"5.Secundaria/Polimodal Completa";1;"Simple";"5.32 a 36";"5.2000 a 2499";1;"masculino";8
2023;2;"Ciudad Autónoma de Buenos Aires";"6.35 a 39";"5.Secundaria/Polimodal Completa";1;"Simple";"5.32 a 36";"6.2500 a 2999";1;"masculino";16
